txn_id,timestamp,sender_bank,sender_account,receiver_bank,upi_app,amount,status,merchant,city,category
UPI007116,2026-01-09 06:33:00,SBI,ACC44203,ICICI,AmazonPay,22328.43,REVERSED,Peri LLC,Sangli-Miraj & Kupwad,Bills
UPI007117,2026-01-12 11:53:00,SBI,ACC43103,Kotak,Paytm,24101.3,SUCCESS,"Hayer, Sha and Patla",Shahjahanpur,Bills
UPI007118,2026-01-04 20:55:00,PNB,ACC89137,PNB,PhonePe,46204.77,SUCCESS,"Solanki, Goda and Natarajan",Moradabad,Shopping
UPI007119,2026-01-09 01:51:00,Kotak,ACC28450,Axis,AmazonPay,21446.66,SUCCESS,"Issac, Buch and Chaudhary",Ratlam,Transport
UPI007120,2026-01-13 02:48:00,Axis,ACC73088,Axis,AmazonPay,12927.63,FAILED,Dugar-Krishnamurthy,Shivpuri,Transport
UPI007121,2026-01-29 10:59:00,Axis,ACC83452,Axis,GPay,29158.34,REVERSED,Cherian Group,Bangalore,Transport
UPI007122,2026-01-15 10:08:00,PNB,ACC14462,HDFC,AmazonPay,43433.02,REVERSED,Swaminathan Ltd,Sri Ganganagar,Transfer
UPI007123,2026-01-01 17:15:00,BOB,ACC18765,SBI,AmazonPay,15676.83,SUCCESS,"Trivedi, Chowdhury and Dara",Panihati,Bills
UPI007124,2026-01-08 23:02:00,PNB,ACC40867,Axis,Paytm,24327.84,REVERSED,Lanka-Banik,Anantapuram,Bills
UPI007125,2026-01-22 17:46:00,BOB,ACC35017,Kotak,Paytm,16718.31,SUCCESS,Jani and Sons,Rampur,Food
UPI007126,2026-01-05 03:28:00,HDFC,ACC44671,SBI,BHIM,3757.97,REVERSED,Deshpande PLC,Shimoga,Bills
UPI007127,2026-01-18 16:46:00,BOB,ACC59976,ICICI,Paytm,18915.12,FAILED,"Wali, Chana and Yohannan",Bidar,Transport
UPI007128,2026-01-20 23:27:00,BOB,ACC92478,BOB,Paytm,22794.56,REVERSED,"Gade, Mammen and Baria",Sagar,Bills
UPI007129,2026-01-21 04:29:00,Axis,ACC34985,PNB,Paytm,,FAILED,Mitter-Naik,Khandwa,Transport
UPI007130,2026-01-08 11:56:00,Axis,ACC58412,Axis,AmazonPay,13194.73,SUCCESS,"Sha, Padmanabhan and Kumer",Proddatur,Transport
UPI007131,2026-01-09 23:27:00,ICICI,ACC31488,ICICI,PhonePe,6992.56,FAILED,Bakshi-Khatri,Kurnool,Food
UPI007132,2026-01-15 05:01:00,PNB,ACC62456,Axis,PhonePe,26530.2,SUCCESS,Khosla and Sons,Phusro,Shopping
UPI007133,2026-01-05 12:17:00,HDFC,ACC78002,SBI,AmazonPay,34178.92,REVERSED,Sagar-Sathe,Ghaziabad,Food
UPI007134,2026-01-09 22:15:00,Kotak,ACC64894,SBI,PhonePe,4996.31,SUCCESS,"Kapadia, Batta and Kulkarni",Nanded,Food
UPI007135,2026-01-29 21:16:00,HDFC,ACC68843,Kotak,PhonePe,2691.86,SUCCESS,Chaudhuri-Banerjee,Dindigul,Shopping
UPI007136,2026-01-26 09:17:00,PNB,ACC47813,SBI,AmazonPay,1882.01,REVERSED,"Sankaran, Chandran and Mody",Ranchi,Transport
UPI007137,2026-01-12 23:06:00,Axis,ACC46907,Axis,AmazonPay,15597.49,SUCCESS,Koshy and Sons,Ahmedabad,Shopping
UPI007138,2026-01-25 16:23:00,HDFC,ACC84883,ICICI,BHIM,8325.01,REVERSED,Lala-Yohannan,Salem,Transfer
UPI007139,2026-01-15 21:24:00,Axis,ACC26519,PNB,Paytm,17219.76,SUCCESS,Majumdar PLC,Ambattur,Transfer
UPI007140,2026-01-05 12:19:00,Kotak,ACC95242,Kotak,GPay,23299.06,REVERSED,"Gokhale, Sanghvi and Dhar",Tiruvottiyur,Transfer
UPI007141,2026-01-22 08:07:00,PNB,ACC84558,Axis,BHIM,38372.19,FAILED,Kaul-More,Bongaigaon,Bills
UPI007142,2026-01-24 16:40:00,BOB,ACC14271,PNB,AmazonPay,36422.36,PENDING,"Sastry, Bali and Kar",Pudukkottai,Transfer
UPI007143,2026-01-18 08:01:00,BOB,ACC38615,PNB,Paytm,20409.0,REVERSED,Mukherjee-Gandhi,Pondicherry,Transfer
UPI007144,2026-01-24 17:27:00,SBI,ACC26380,SBI,Paytm,18936.77,SUCCESS,Rau Ltd,Madhyamgram,Food
UPI007145,2026-01-18 01:45:00,ICICI,ACC26209,PNB,PhonePe,40006.67,FAILED,Chaudhuri-Nadig,Patiala,Transport
UPI007146,2026-01-15 16:54:00,PNB,ACC72457,BOB,AmazonPay,2534.33,SUCCESS,Parekh-Bahri,Bhavnagar,Transfer
UPI007147,2026-01-21 08:51:00,HDFC,ACC97068,Kotak,GPay,6712.07,REVERSED,Nigam-Shenoy,Giridih,Bills
UPI007148,2026-01-19 02:39:00,HDFC,ACC57993,SBI,AmazonPay,821.41,SUCCESS,Grewal-Din,Bhimavaram,Bills
UPI007149,2026-01-05 06:50:00,Kotak,ACC80609,PNB,PhonePe,30814.1,PENDING,Anne-Dave,Mehsana,Bills
UPI007150,2026-01-09 05:22:00,HDFC,ACC28151,PNB,GPay,39358.63,REVERSED,Magar and Sons,Bangalore,Bills
UPI007151,2026-01-03 04:06:00,SBI,ACC83767,PNB,BHIM,12018.04,FAILED,Choudhary Inc,Jalna,Food
UPI007152,2026-01-07 10:47:00,BOB,ACC70841,HDFC,GPay,,SUCCESS,"Oza, Samra and Vora",Madhyamgram,Bills
UPI007153,2026-01-05 08:21:00,Kotak,ACC87874,BOB,GPay,3371.55,FAILED,Srinivas PLC,Rampur,Bills
UPI007154,2026-01-16 06:26:00,Kotak,ACC61776,HDFC,Paytm,-49319.41,PENDING,Kari-Contractor,Mysore,Bills
UPI007155,2026-01-20 12:59:00,HDFC,ACC43787,HDFC,AmazonPay,12487.42,REVERSED,"Borah, Ahluwalia and Gade",Tezpur,Bills
UPI007156,2026-01-06 23:44:00,PNB,ACC60489,Axis,GPay,29550.73,FAILED,Dalal-Sridhar,Agartala,Transfer
UPI007157,2026-01-02 05:29:00,SBI,ACC34278,BOB,GPay,31210.18,REVERSED,Amble-Din,Vadodara,Food
UPI007158,2026-01-01 23:18:00,Kotak,ACC99836,HDFC,PhonePe,41371.36,PENDING,"Varghese, Sarkar and Thakur",Hazaribagh,Food
UPI007159,2026-01-08 06:47:00,HDFC,ACC87165,HDFC,GPay,12271.13,SUCCESS,"Murthy, Chander and Talwar",Berhampur,Transfer
UPI007160,2026-01-27 12:54:00,Axis,ACC56042,BOB,PhonePe,17171.91,PENDING,Andra-Parikh,Siwan,Transport
UPI007161,2026-01-07 20:54:00,ICICI,ACC12759,BOB,BHIM,26506.12,REVERSED,Viswanathan-Balay,Ramgarh,Food
UPI007162,2026-01-01 17:35:00,Kotak,ACC12117,HDFC,PhonePe,6658.36,FAILED,"Gara, Bava and Oommen",Nagaon,Shopping
UPI007163,2026-01-04 19:16:00,ICICI,ACC98597,BOB,GPay,15622.25,FAILED,Wali Ltd,Tiruvottiyur,Transfer
UPI007164,2026-01-07 01:55:00,BOB,ACC97055,Axis,Paytm,28029.62,SUCCESS,Barman-Gopal,Jammu,Transfer
UPI001429,2026-01-25 06:28:00,Kotak,ACC39095,PNB,BHIM,49982.5,PENDING,Vaidya Inc,Gopalpur,Shopping
UPI007166,2026-01-03 09:00:00,BOB,ACC17502,Axis,BHIM,40396.45,SUCCESS,Warrior-Chander,Deoghar,Transport
UPI007167,2026-01-29 13:50:00,BOB,ACC13609,Axis,Paytm,,REVERSED,Kalita Group,Guntur,Food
UPI007168,2026-01-07 07:30:00,Axis,ACC73571,HDFC,GPay,33636.24,PENDING,Chhabra-Panchal,Kirari Suleman Nagar,Food
UPI007169,2026-01-07 18:53:00,Axis,ACC54360,PNB,GPay,26976.45,REVERSED,"Saha, Gole and Srinivasan",Deoghar,Bills
UPI007170,2026-01-10 11:21:00,BOB,ACC49263,PNB,GPay,34486.34,SUCCESS,Shah-Sachdeva,Bhiwandi,Transfer
UPI007171,2026-01-10 07:05:00,SBI,ACC62088,Kotak,AmazonPay,821.0,FAILED,Johal-Suri,Belgaum,Transport
UPI007172,2026-01-12 02:56:00,PNB,ACC49507,HDFC,PhonePe,28828.0,PENDING,"Chandran, Narula and Chakraborty",Hajipur,Bills
UPI007173,2026-01-08 19:42:00,Axis,ACC69042,ICICI,BHIM,1158.81,PENDING,Karnik-Chopra,Orai,Transport
UPI007174,2026-01-01 08:11:00,ICICI,ACC41829,PNB,PhonePe,47072.18,FAILED,Shetty Inc,Dhanbad,Bills
UPI007175,2026-01-29 19:08:00,SBI,ACC53554,SBI,PhonePe,40665.2,SUCCESS,"Narang, Nath and Wable",Anand,Food
UPI007176,2026-01-26 09:06:00,PNB,ACC71517,HDFC,BHIM,35929.11,PENDING,Mutti-Rau,Rohtak,Bills
UPI007177,2026-01-06 21:53:00,BOB,ACC11240,ICICI,AmazonPay,5098.33,FAILED,"Ahluwalia, Chacko and Peri",Ghaziabad,Shopping
UPI007178,2026-01-11 16:39:00,Kotak,ACC74998,ICICI,GPay,3924.41,PENDING,Raval-Kohli,Kochi,Bills
UPI007179,2026-01-29 09:53:00,BOB,ACC86170,PNB,Paytm,7467.0,REVERSED,Pau Group,Kadapa,Shopping
UPI007180,2026-01-18 00:52:00,Axis,ACC37689,PNB,PhonePe,16306.32,REVERSED,Hayer-Palla,Naihati,Food
UPI007181,2026-01-27 19:31:00,ICICI,ACC97952,Kotak,AmazonPay,9245.02,REVERSED,Chowdhury Inc,Allahabad,Transfer
UPI007182,2026-01-23 11:24:00,HDFC,ACC66432,BOB,GPay,30587.59,PENDING,Srivastava-Doctor,Tiruppur,Transport
UPI007183,2026-01-25 02:08:00,HDFC,ACC38143,SBI,Paytm,-6885.21,FAILED,Choudhury PLC,Jorhat,Food
UPI007184,2026-01-06 18:26:00,BOB,ACC85381,BOB,AmazonPay,-7612.71,SUCCESS,Hegde PLC,Thiruvananthapuram,Shopping
UPI007185,2026-01-22 18:28:00,Kotak,ACC32705,ICICI,GPay,20728.27,PENDING,"Mannan, Sankaran and Aurora",Tinsukia,Bills
UPI007186,2026-01-23 22:52:00,PNB,ACC53143,PNB,PhonePe,33.71,REVERSED,Cheema-Basak,Bhusawal,Food
UPI007187,2026-01-21 21:42:00,Kotak,ACC79977,PNB,AmazonPay,12468.08,SUCCESS,"Soni, Ben and Kumer",Agartala,Bills
UPI007188,2026-01-22 16:24:00,ICICI,ACC28344,HDFC,GPay,19622.3,FAILED,Parmar-Purohit,Madhyamgram,Transfer
UPI007189,2026-01-04 02:43:00,SBI,ACC70358,Kotak,Paytm,48665.11,PENDING,Vohra LLC,Bhiwandi,Transfer
UPI007190,2026-01-04 18:56:00,Axis,ACC11370,ICICI,AmazonPay,46150.92,PENDING,"Varkey, Madan and Bhavsar",Karimnagar,Shopping
UPI007191,2026-01-06 12:51:00,ICICI,ACC53897,BOB,PhonePe,3564.53,FAILED,Prasad-Varty,Delhi,Food
UPI007192,2026-01-05 23:53:00,PNB,ACC59412,BOB,BHIM,11469.77,SUCCESS,Mani PLC,Kamarhati,Shopping
UPI007193,2026-01-01 12:12:00,SBI,ACC73777,HDFC,BHIM,5205.86,SUCCESS,"Arora, Subramaniam and Srinivasan",Jabalpur,Bills
UPI007194,2026-01-14 05:58:00,PNB,ACC17429,PNB,BHIM,25629.78,PENDING,Misra Group,Orai,Food
UPI007195,2026-01-14 02:26:00,ICICI,ACC55489,SBI,GPay,2583.72,FAILED,Apte LLC,Pallavaram,Bills
UPI007196,2026-01-25 08:42:00,Kotak,ACC81337,SBI,PhonePe,7014.88,REVERSED,Mody Group,Ludhiana,Bills
UPI007197,2026-01-13 06:42:00,Kotak,ACC42294,BOB,GPay,14193.15,PENDING,Mammen-Mahal,Agartala,Transfer
UPI007198,2026-01-10 23:07:00,HDFC,ACC75441,ICICI,AmazonPay,15009.71,FAILED,Edwin Group,Surat,Transport
UPI007199,2026-01-25 22:53:00,Kotak,ACC21587,Kotak,BHIM,39376.54,SUCCESS,Nadig Inc,Yamunanagar,Bills
UPI007200,2026-01-26 13:44:00,BOB,ACC90376,PNB,GPay,19168.03,FAILED,Loyal-Borra,Kakinada,Shopping
UPI007201,2026-01-16 00:12:00,Axis,ACC96840,Kotak,BHIM,22814.6,PENDING,"Vohra, Bajaj and Pai",Tenali,Food
UPI007202,2026-01-23 16:41:00,PNB,ACC65348,HDFC,PhonePe,16194.09,FAILED,"Gara, Mallick and Devan",Suryapet,Bills
UPI007203,2026-01-27 20:32:00,ICICI,ACC44939,Axis,GPay,21671.49,REVERSED,"Agrawal, Srinivas and Om",Nagaon,Transport
UPI007204,2026-01-27 14:09:00,Kotak,ACC75471,ICICI,PhonePe,16130.71,SUCCESS,Raj and Sons,Guna,Transfer
UPI007205,2026-01-11 03:02:00,Axis,ACC37462,Kotak,AmazonPay,29610.21,REVERSED,Mitter Inc,Satna,Food
UPI007206,2026-01-27 07:09:00,Kotak,ACC70083,Axis,PhonePe,15601.8,PENDING,"Sampath, Kata and Kanda",Bhind,Shopping
UPI007207,2026-01-12 23:43:00,SBI,ACC90394,BOB,BHIM,18197.82,REVERSED,Iyengar LLC,Kulti,Shopping
UPI007208,2026-01-18 07:32:00,ICICI,ACC13782,ICICI,GPay,25417.9,PENDING,"Krishnamurthy, Majumdar and Misra",Buxar,Transport
UPI007209,2026-01-19 11:07:00,Kotak,ACC73661,HDFC,PhonePe,11059.41,PENDING,Madan-Gupta,Adoni,Bills
UPI007210,2026-01-11 01:36:00,HDFC,ACC96166,Axis,PhonePe,25509.46,REVERSED,"Gera, Golla and Dayal",Amritsar,Transfer
UPI007211,2026-01-30 02:13:00,PNB,ACC89942,ICICI,Paytm,49061.15,FAILED,Biswas PLC,Ambarnath,Transport
UPI007212,2026-01-01 11:46:00,ICICI,ACC51165,BOB,Paytm,47521.94,REVERSED,Dhar and Sons,Anantapuram,Food
UPI007213,2026-01-26 10:17:00,Kotak,ACC73525,HDFC,PhonePe,43035.48,FAILED,Doctor and Sons,Haridwar,Transfer
UPI007214,2026-01-30 11:14:00,HDFC,ACC40481,Axis,Paytm,6469.94,SUCCESS,Peri-Majumdar,Avadi,Transfer
UPI007215,2026-01-04 21:01:00,PNB,ACC30873,PNB,AmazonPay,7339.83,FAILED,Sawhney LLC,Tiruppur,Bills
UPI007216,2026-01-21 17:46:00,HDFC,ACC59000,ICICI,PhonePe,991.28,REVERSED,Thaman-Nayak,Ulhasnagar,Bills
UPI007217,2026-01-04 08:11:00,Axis,ACC76545,HDFC,PhonePe,12625.37,PENDING,Mohan and Sons,Bhopal,Transport
UPI007218,2026-01-10 22:02:00,SBI,ACC69676,BOB,BHIM,25948.9,PENDING,Bhagat and Sons,Rourkela,Transport
UPI007219,2026-01-09 14:47:00,Axis,ACC81387,PNB,AmazonPay,26808.3,REVERSED,Chad-Parmer,Gandhinagar,Transport
UPI007220,2026-01-02 03:19:00,PNB,ACC60111,ICICI,PhonePe,23067.01,PENDING,Deep-Rai,Raipur,Transfer
UPI005905,2026-01-20 11:04:00,ICICI,ACC67828,SBI,Paytm,46472.21,PENDING,Dhar Ltd,Alwar,Transfer
UPI007222,2026-01-13 07:21:00,SBI,ACC73300,PNB,GPay,43070.98,FAILED,Modi LLC,Amroha,Transfer
UPI007223,2026-01-27 02:54:00,HDFC,ACC28817,HDFC,AmazonPay,17251.43,SUCCESS,Sekhon PLC,Latur,Bills
UPI007224,2026-01-09 12:01:00,HDFC,ACC81492,SBI,AmazonPay,,PENDING,"Warrior, Comar and Gupta",Shimoga,Food
UPI007225,2026-01-30 00:48:00,PNB,ACC90745,BOB,GPay,12850.51,FAILED,Chaudhry-Ramanathan,Miryalaguda,Bills
UPI007226,2026-01-13 20:04:00,ICICI,ACC45901,Kotak,PhonePe,27135.52,REVERSED,"Sengupta, Suresh and Deshpande",Kottayam,Bills
UPI007227,2026-01-07 09:44:00,BOB,ACC40456,PNB,PhonePe,26252.03,SUCCESS,Deshpande and Sons,Unnao,Transfer
UPI007228,2026-01-13 19:04:00,Axis,ACC51342,PNB,AmazonPay,35699.1,FAILED,Palla-Nath,Bulandshahr,Transport
UPI007229,2026-01-08 13:43:00,Kotak,ACC31683,HDFC,BHIM,18970.77,SUCCESS,Din-Baral,Deoghar,Bills
UPI007230,2026-01-21 18:07:00,Axis,ACC40956,SBI,AmazonPay,44227.41,PENDING,Sheth Inc,Jamalpur,Transport
UPI007231,2026-01-20 22:09:00,SBI,ACC93407,HDFC,GPay,25290.9,REVERSED,"Kibe, Bahl and Thakkar",Kishanganj,Transfer
UPI007232,2026-01-11 12:46:00,Axis,ACC97494,HDFC,GPay,2681.74,SUCCESS,Luthra-Manne,Karawal Nagar,Food
UPI007233,2026-01-04 07:26:00,ICICI,ACC86860,BOB,PhonePe,17230.21,FAILED,Sen and Sons,Ramgarh,Transport
UPI007234,2026-01-05 17:29:00,PNB,ACC87323,ICICI,PhonePe,32651.73,PENDING,Kade LLC,Jhansi,Transfer
UPI007235,2026-01-05 17:10:00,SBI,ACC79673,ICICI,AmazonPay,32231.96,SUCCESS,"Narayanan, Saha and Borah",Agra,Transport
UPI005320,2026-01-08 13:45:00,SBI,ACC97449,PNB,AmazonPay,10635.3,SUCCESS,More-Lad,Anantapur,Transfer
UPI007237,2026-01-03 19:27:00,SBI,ACC82005,PNB,Paytm,3501.32,FAILED,Chaudhry-Karnik,Kishanganj,Shopping
UPI007238,2026-01-29 05:38:00,Kotak,ACC17073,Axis,Paytm,-29739.86,REVERSED,Gandhi-Choudhry,Latur,Transport
UPI007239,2026-01-19 22:37:00,PNB,ACC54341,Kotak,Paytm,,PENDING,Mohanty-Brar,Raiganj,Bills
UPI007240,2026-01-01 07:32:00,PNB,ACC57113,HDFC,BHIM,34155.07,SUCCESS,"Sandhu, Tara and Mitter",Fatehpur,Bills
UPI007241,2026-01-01 09:06:00,BOB,ACC88821,Kotak,Paytm,25334.42,FAILED,Kalita-Dash,Tirunelveli,Food
UPI007242,2026-01-06 22:07:00,HDFC,ACC85801,HDFC,GPay,23628.01,PENDING,Kuruvilla Group,Ahmednagar,Bills
UPI007243,2026-01-21 00:43:00,HDFC,ACC28392,Axis,Paytm,26973.18,FAILED,Kala-Prakash,Sri Ganganagar,Food
UPI007244,2026-01-18 11:25:00,Axis,ACC95689,ICICI,PhonePe,19724.25,SUCCESS,"Amble, Chakraborty and Bhatnagar",Mumbai,Food
UPI007245,2026-01-30 11:07:00,Axis,ACC60549,Kotak,AmazonPay,35995.92,PENDING,Nigam-Nair,Sambhal,Transport
UPI007246,2026-01-13 10:55:00,BOB,ACC17005,Kotak,Paytm,18794.37,REVERSED,Khatri-Reddy,Karimnagar,Bills
UPI007247,2026-01-16 19:07:00,Axis,ACC32823,HDFC,Paytm,,REVERSED,"Natt, Virk and Sengupta",Madanapalle,Food
UPI007248,2026-01-25 00:33:00,BOB,ACC19218,BOB,Paytm,9383.31,FAILED,"Handa, Korpal and Suresh",Nashik,Bills
UPI007249,2026-01-24 19:19:00,HDFC,ACC59786,SBI,AmazonPay,45120.52,REVERSED,"Khanna, Suresh and Chatterjee",Bhavnagar,Food
UPI007250,2026-01-27 07:15:00,Axis,ACC54052,BOB,GPay,1317.61,FAILED,Kar and Sons,Ballia,Food
UPI007251,2026-01-14 20:22:00,BOB,ACC75652,SBI,AmazonPay,456.21,FAILED,Sur-Comar,Bettiah,Food
UPI007252,2026-01-20 14:33:00,Kotak,ACC45596,HDFC,BHIM,3364.87,FAILED,Devi-Ray,Tumkur,Transport
UPI007253,2026-01-15 09:55:00,ICICI,ACC88115,BOB,BHIM,27360.32,PENDING,Puri-Dixit,Panchkula,Bills
UPI007254,2026-01-30 21:50:00,PNB,ACC76083,BOB,Paytm,7244.56,SUCCESS,"Murthy, Comar and Sule",Aligarh,Shopping
UPI007255,2026-01-24 04:19:00,SBI,ACC30684,Axis,BHIM,19008.17,SUCCESS,Prasad PLC,Mirzapur,Transfer
UPI007256,2026-01-04 23:46:00,PNB,ACC63357,BOB,Paytm,3493.42,SUCCESS,Bhakta-Dube,Vasai-Virar,Transfer
UPI007257,2026-01-27 05:11:00,Kotak,ACC21409,HDFC,AmazonPay,45996.25,FAILED,"Wason, Randhawa and Sheth",Sonipat,Bills
UPI007258,2026-01-08 14:45:00,Kotak,ACC68710,Kotak,AmazonPay,-38488.2,SUCCESS,"Lata, Goel and Pal",Mango,Food
UPI007259,2026-01-26 16:53:00,Axis,ACC74229,HDFC,AmazonPay,14873.52,REVERSED,Soni and Sons,Aizawl,Bills
UPI007260,2026-01-18 15:42:00,Axis,ACC13296,HDFC,AmazonPay,3385.0,FAILED,Tata-Banerjee,Jehanabad,Bills
UPI007261,2026-01-25 18:45:00,HDFC,ACC90867,Axis,Paytm,47763.59,SUCCESS,"Bala, Vasa and Dalal",Aizawl,Shopping
UPI007262,2026-01-18 02:28:00,BOB,ACC14847,SBI,Paytm,705.2,REVERSED,Bhasin LLC,Arrah,Bills
UPI007263,2026-01-26 12:43:00,Kotak,ACC82932,PNB,GPay,17529.05,REVERSED,"Bhatnagar, Bala and Vig",Tadepalligudem,Food
UPI007264,2026-01-28 20:34:00,SBI,ACC41020,Axis,PhonePe,37068.4,PENDING,Wable-Doshi,Panipat,Transport
UPI007265,2026-01-12 06:06:00,Kotak,ACC49755,SBI,AmazonPay,17222.49,SUCCESS,Mall PLC,Yamunanagar,Transfer
UPI007266,2026-01-13 11:21:00,PNB,ACC78287,HDFC,BHIM,24844.6,REVERSED,Banik-Mohanty,Purnia,Shopping
UPI007267,2026-01-08 18:37:00,Axis,ACC97849,BOB,PhonePe,45188.3,SUCCESS,Kara Inc,Burhanpur,Transfer
UPI007268,2026-01-23 00:45:00,BOB,ACC90735,PNB,BHIM,32657.64,FAILED,"Narayanan, Raman and Rege",Sirsa,Transport
UPI007269,2026-01-10 03:22:00,ICICI,ACC25503,BOB,BHIM,48914.06,SUCCESS,Prabhu Inc,Nellore,Transfer
UPI007270,2026-01-05 23:56:00,Axis,ACC16489,HDFC,BHIM,5550.43,REVERSED,"Khurana, Kar and Prabhu",Varanasi,Food
UPI007271,2026-01-20 11:30:00,Kotak,ACC46066,ICICI,GPay,8161.8,PENDING,Chaudhary-Chopra,Coimbatore,Shopping
UPI007272,2026-01-07 01:50:00,ICICI,ACC45669,PNB,BHIM,8120.47,PENDING,Sachdev-Rout,Belgaum,Transport
UPI007273,2026-01-27 12:23:00,PNB,ACC27423,PNB,PhonePe,41815.99,SUCCESS,Raghavan-Rege,Amravati,Shopping
UPI007274,2026-01-10 01:13:00,Axis,ACC90001,BOB,GPay,25902.97,PENDING,"Bhavsar, Chaudhuri and Rajagopalan",Belgaum,Transfer
UPI007275,2026-01-15 15:22:00,SBI,ACC59742,Axis,PhonePe,33727.96,SUCCESS,Varughese-Ramesh,Ulhasnagar,Food
UPI007276,2026-01-05 07:22:00,SBI,ACC55385,SBI,GPay,16844.11,PENDING,"Keer, Virk and Mahajan",Morena,Shopping
UPI007277,2026-01-03 07:58:00,Axis,ACC62413,PNB,PhonePe,5154.9,PENDING,Nori Ltd,Durg,Bills
UPI007278,2026-01-09 10:55:00,PNB,ACC23756,HDFC,BHIM,49919.14,SUCCESS,"Prabhakar, Divan and Pingle",Karimnagar,Food
UPI007279,2026-01-02 13:34:00,SBI,ACC65712,HDFC,AmazonPay,13676.29,FAILED,"Dora, Lalla and Modi",Davanagere,Bills
UPI007280,2026-01-06 04:35:00,SBI,ACC89076,PNB,AmazonPay,38928.93,REVERSED,Raju and Sons,Panchkula,Transfer
UPI007281,2026-01-18 10:46:00,HDFC,ACC97795,SBI,AmazonPay,41425.88,SUCCESS,"Lad, Gokhale and Devan",Mathura,Bills
UPI007282,2026-01-13 06:41:00,BOB,ACC73107,HDFC,PhonePe,,PENDING,Krish-Konda,Nizamabad,Transport
UPI007283,2026-01-28 21:23:00,HDFC,ACC53297,Kotak,BHIM,,SUCCESS,"Soman, Sami and Ratti",Gurgaon,Bills
UPI007284,2026-01-16 23:46:00,ICICI,ACC96560,ICICI,PhonePe,,SUCCESS,Brahmbhatt Group,Anantapuram,Transfer
UPI007285,2026-01-03 14:13:00,PNB,ACC52576,HDFC,AmazonPay,,PENDING,Rama-Wagle,Malegaon,Transport
UPI007286,2026-01-10 04:37:00,PNB,ACC35799,ICICI,AmazonPay,17770.48,FAILED,"Sinha, Arya and Murthy",Ranchi,Transport
UPI007287,2026-01-10 01:28:00,BOB,ACC10952,HDFC,Paytm,39148.54,FAILED,"Bala, Nagi and Doctor",Indore,Transport
UPI007288,2026-01-07 08:32:00,Axis,ACC65384,PNB,AmazonPay,10909.9,SUCCESS,Buch-Thaker,Proddatur,Shopping
UPI007289,2026-01-14 13:36:00,Axis,ACC95782,BOB,GPay,33690.08,SUCCESS,Seshadri-Parmer,Sultan Pur Majra,Transfer
UPI007290,2026-01-21 05:56:00,PNB,ACC82912,SBI,AmazonPay,25680.26,REVERSED,Saini LLC,Parbhani,Bills
UPI007291,2026-01-10 00:20:00,ICICI,ACC93615,PNB,GPay,24029.66,FAILED,"Nadig, Gokhale and Swamy",Satara,Shopping
UPI007292,2026-01-04 04:13:00,PNB,ACC19640,Kotak,PhonePe,23004.41,FAILED,"Uppal, Patla and Grewal",Moradabad,Transport
UPI007293,2026-01-22 21:10:00,PNB,ACC52752,SBI,BHIM,19942.49,SUCCESS,"Ranganathan, Shenoy and Nagy",Latur,Shopping
UPI007294,2026-01-06 03:02:00,Axis,ACC40973,BOB,BHIM,12174.04,PENDING,Khare-Guha,Miryalaguda,Shopping
UPI007295,2026-01-08 15:28:00,ICICI,ACC41605,SBI,GPay,22555.24,PENDING,"Parsa, Uppal and Patla",Mira-Bhayandar,Transport
UPI007296,2026-01-21 01:08:00,BOB,ACC40969,HDFC,GPay,,REVERSED,Dar Ltd,Imphal,Transfer
UPI007297,2026-01-22 02:47:00,SBI,ACC27046,HDFC,AmazonPay,47150.9,PENDING,Virk-Cheema,Unnao,Food
UPI005865,2026-01-01 04:01:00,BOB,ACC34434,Kotak,GPay,24466.61,PENDING,Arora PLC,Kota,Food
UPI007299,2026-01-26 09:02:00,Kotak,ACC56962,PNB,BHIM,39528.71,PENDING,"Taneja, Mannan and Deshpande",Aurangabad,Shopping
UPI007300,2026-01-21 02:27:00,SBI,ACC37641,SBI,GPay,33719.15,FAILED,Jhaveri Group,Ulhasnagar,Transfer
UPI007301,2026-01-05 21:13:00,HDFC,ACC81410,ICICI,GPay,28044.74,FAILED,Bava-Bali,Singrauli,Transport
UPI007302,2026-01-03 18:57:00,PNB,ACC16594,ICICI,GPay,12151.12,PENDING,Wable PLC,Serampore,Bills
UPI000237,2026-01-27 10:58:00,ICICI,ACC76016,Axis,GPay,37605.34,SUCCESS,"Korpal, Kaul and Dani",Kharagpur,Transport
UPI007304,2026-01-08 20:07:00,ICICI,ACC56818,Axis,AmazonPay,-22655.95,FAILED,Suresh and Sons,Guntakal,Food
UPI007305,2026-01-30 00:38:00,BOB,ACC25344,ICICI,GPay,21620.3,REVERSED,"Wable, Ravi and Gade",Khandwa,Shopping
UPI007306,2026-01-17 00:38:00,Kotak,ACC65016,HDFC,BHIM,24677.31,REVERSED,"Handa, Thakkar and Kari",Narasaraopet,Transport
UPI006027,2026-01-11 10:30:00,BOB,ACC93175,HDFC,Paytm,29339.07,FAILED,Mane PLC,Ulhasnagar,Bills
UPI007308,2026-01-12 18:38:00,Kotak,ACC81870,SBI,GPay,30364.88,SUCCESS,"Buch, Manda and Kamdar",Ambarnath,Shopping
UPI007309,2026-01-18 21:13:00,Kotak,ACC50643,SBI,Paytm,402.82,FAILED,"Modi, Virk and Sama",Bokaro,Food
